instant,year,season,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Cluster
9427,11426,1,2,16,0,4,1,1,0.46,0.4545,0.55,0.2836,18,211,229,2
9428,11427,1,2,17,0,4,1,1,0.42,0.4242,0.54,0.4925,13,437,450,2
9429,11428,1,2,18,0,4,1,1,0.4,0.4091,0.43,0.4627,17,393,410,2
9430,11429,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,16,311,327,2
9431,11430,1,2,20,0,4,1,1,0.36,0.3182,0.46,0.5224,9,204,213,2
9432,11431,1,2,21,0,4,1,1,0.34,0.303,0.46,0.4179,4,144,148,2
9433,11432,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179,3,106,109,2
9434,11433,1,2,23,0,4,1,1,0.32,0.303,0.49,0.2537,0,61,61,2
9435,11434,1,2,0,0,5,1,1,0.32,0.2879,0.53,0.3881,1,37,38,2
9436,11435,1,2,1,0,5,1,1,0.3,0.2727,0.56,0.3284,3,19,22,2
9437,11436,1,2,2,0,5,1,1,0.3,0.2879,0.52,0.2239,0,6,6,2
9438,11437,1,2,3,0,5,1,1,0.28,0.2576,0.56,0.2985,0,4,4,2
9439,11438,1,2,4,0,5,1,1,0.26,0.2576,0.6,0.2239,0,2,2,2
9440,11439,1,2,5,0,5,1,1,0.26,0.2576,0.6,0.2239,0,17,17,2
9441,11440,1,2,6,0,5,1,1,0.24,0.2424,0.65,0.1642,0,88,88,2
9442,11441,1,2,7,0,5,1,1,0.24,0.2273,0.65,0.2239,10,216,226,2
9443,11442,1,2,8,0,5,1,1,0.24,0.2273,0.65,0.2239,12,429,441,2
9444,11443,1,2,9,0,5,1,1,0.24,0.2273,0.65,0.194,18,252,270,2
9445,11444,1,2,10,0,5,1,1,0.28,0.2576,0.56,0.2836,15,114,129,2
9446,11445,1,2,11,0,5,1,1,0.32,0.303,0.53,0.2985,15,149,164,2
9447,11446,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,25,191,216,2
9448,11447,1,2,13,0,5,1,1,0.36,0.3636,0.46,0.0,25,173,198,2
9449,11448,1,2,14,0,5,1,1,0.36,0.3485,0.46,0.2239,22,148,170,2
9450,11449,1,2,15,0,5,1,1,0.38,0.3939,0.4,0.0,48,168,216,2
9451,11450,1,2,16,0,5,1,1,0.4,0.4091,0.37,0.1045,36,275,311,2
9452,11451,1,2,17,0,5,1,1,0.4,0.4091,0.37,0.0896,30,458,488,2
9453,11452,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,17,368,385,2
9454,11453,1,2,19,0,5,1,1,0.34,0.3485,0.49,0.1045,11,256,267,2
9455,11454,1,2,20,0,5,1,1,0.34,0.3485,0.49,0.1045,8,155,163,2
9456,11455,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,134,2
9457,11456,1,2,22,0,5,1,1,0.34,0.3485,0.49,0.1045,3,116,119,2
9458,11457,1,2,23,0,5,1,1,0.26,0.2727,0.7,0.1045,3,74,77,2
9459,11458,1,2,0,0,6,0,1,0.26,0.2727,0.7,0.1045,10,76,86,2
9460,11459,1,2,1,0,6,0,1,0.26,0.2727,0.7,0.1045,0,43,43,2
9461,11460,1,2,2,0,6,0,1,0.24,0.2576,0.7,0.0896,6,38,44,2
9462,11461,1,2,3,0,6,0,1,0.24,0.2879,0.75,0.0,1,17,18,2
9463,11462,1,2,4,0,6,0,1,0.24,0.2576,0.81,0.0896,1,5,6,1
9464,11463,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896,1,3,4,1
9465,11464,1,2,6,0,6,0,1,0.22,0.2273,0.87,0.1343,1,4,5,1
9466,11465,1,2,7,0,6,0,2,0.24,0.2424,0.87,0.1343,1,27,28,1
9467,11466,1,2,8,0,6,0,1,0.24,0.2879,0.87,0.0,4,86,90,1
9468,11467,1,2,9,0,6,0,1,0.24,0.2424,0.81,0.1343,16,141,157,1
9469,11468,1,2,10,0,6,0,1,0.24,0.2576,0.87,0.1045,31,193,224,1
9470,11469,1,2,11,0,6,0,1,0.3,0.3333,0.7,0.0,46,224,270,2
9471,11470,1,2,12,0,6,0,2,0.3,0.3182,0.7,0.0896,40,260,300,2
9472,11471,1,2,13,0,6,0,2,0.3,0.2879,0.7,0.194,58,244,302,2
9473,11472,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,276,2
9474,11473,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,61,244,305,2
9475,11474,1,2,16,0,6,0,2,0.34,0.3333,0.61,0.1642,20,123,143,2
9476,11475,1,2,17,0,6,0,3,0.3,0.2879,0.7,0.194,13,54,67,2
9477,11476,1,2,18,0,6,0,3,0.28,0.2727,0.75,0.1642,6,58,64,1
9478,11477,1,2,19,0,6,0,3,0.26,0.2727,0.87,0.1343,5,75,80,1
9479,11478,1,2,20,0,6,0,3,0.24,0.2273,0.93,0.194,4,73,77,1
9480,11479,1,2,21,0,6,0,3,0.24,0.2424,0.93,0.1343,4,74,78,1
9481,11480,1,2,22,0,6,0,2,0.24,0.2576,0.87,0.0896,4,91,95,1
9482,11481,1,2,23,0,6,0,2,0.24,0.2424,0.87,0.1343,4,66,70,1
9483,11482,1,2,0,0,0,0,2,0.24,0.2424,0.87,0.1343,3,58,61,1
9484,11483,1,2,1,0,0,0,2,0.24,0.2576,0.93,0.1045,5,46,51,1
9485,11484,1,2,2,0,0,0,2,0.24,0.2576,0.93,0.1045,4,59,63,1
9486,11485,1,2,3,0,0,0,3,0.24,0.2576,0.87,0.0896,4,13,17,1
9487,11486,1,2,4,0,0,0,2,0.24,0.2424,0.87,0.1343,0,9,9,1
9488,11487,1,2,5,0,0,0,3,0.26,0.2576,0.81,0.194,0,4,4,1
9489,11488,1,2,6,0,0,0,2,0.26,0.2424,0.7,0.2537,0,4,4,2
9490,11489,1,2,7,0,0,0,2,0.24,0.2424,0.75,0.1642,0,16,16,2
9491,11490,1,2,8,0,0,0,2,0.24,0.2424,0.75,0.1642,4,58,62,2
9492,11491,1,2,9,0,0,0,2,0.24,0.2273,0.7,0.2239,9,83,92,2
9493,11492,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,10,138,148,2
9494,11493,1,2,11,0,0,0,2,0.26,0.2576,0.7,0.194,22,160,182,2
9495,11494,1,2,12,0,0,0,2,0.26,0.2576,0.65,0.194,25,223,248,2
9496,11495,1,2,13,0,0,0,2,0.28,0.2727,0.61,0.1642,33,241,274,2
9497,11496,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,40,203,243,2
9498,11497,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272,2
9499,11498,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296,2
9500,11499,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306,2
9501,11500,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181,2
9502,11501,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,2
9503,11502,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50,2
9504,11503,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,2
9505,11504,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,2
9506,11505,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42,2
9507,11506,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21,2
9508,11507,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6,2
9509,11508,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3,2
9510,11509,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2,2
9511,11510,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17,2
9512,11511,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,72,72,1
9513,11512,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,5,229,234,1
9514,11513,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,10,434,444,1
9515,11514,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277,2
9516,11515,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,20,96,116,2
9517,11516,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,2
9518,11517,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131,150,2
9519,11518,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141,2
9520,11519,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642,14,126,140,2
9521,11520,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171,2
9522,11521,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228,2
9523,11522,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,13,417,430,2
9524,11523,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,11,426,437,2
9525,11524,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537,7,284,291,2
9526,11525,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201,2
9527,11526,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,11,143,154,2
9528,11527,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,4,83,87,2
9529,11528,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46,2
9530,11529,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194,1,22,23,2
9531,11530,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14,2
9532,11531,1,2,2,0,2,1,1,0.3,0.3333,0.61,0.0,0,4,4,2
9533,11532,1,2,3,0,2,1,2,0.3,0.3333,0.7,0.0,1,1,2,2
9534,11533,1,2,4,0,2,1,2,0.3,0.3333,0.7,0.0,0,3,3,2
9535,11534,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896,0,15,15,2
9536,11535,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,2,98,100,2
9537,11536,1,2,7,0,2,1,1,0.32,0.3485,0.45,0.0,6,293,299,2
9538,11537,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0,7,522,529,2
9539,11538,1,2,9,0,2,1,1,0.32,0.3333,0.49,0.0,11,278,289,2
9540,11539,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,12,104,116,2
9541,11540,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194,9,120,129,2
9542,11541,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284,9,163,172,2
9543,11542,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537,15,169,184,2
9544,11543,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537,11,127,138,2
9545,11544,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194,13,133,146,2
9546,11545,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537,19,257,276,2
9547,11546,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,15,494,509,2
9548,11547,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,10,508,518,2
9549,11548,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239,11,327,338,2
9550,11549,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343,6,206,212,2
9551,11550,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,20,170,190,2
9552,11551,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,11,107,118,2
9553,11552,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51,2
9554,11553,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239,2,21,23,2
9555,11554,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642,1,9,10,2
9556,11555,1,2,2,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,2
9557,11556,1,2,3,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,2
9558,11557,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,0,1,1,2
9559,11558,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896,0,20,20,2
9560,11559,1,2,6,0,3,1,2,0.24,0.2879,0.7,0.0,3,95,98,2
9561,11560,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281,2
9562,11561,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495,508,2
9563,11562,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,8,245,253,2
9564,11563,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108,2
9565,11564,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102,2
9566,11565,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138,2
9567,11566,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,15,111,126,2
9568,11567,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108,2
9569,11568,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,5,49,54,2
9570,11569,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75,1
9571,11570,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155,1
9572,11571,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,4,163,167,1
9573,11572,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,3,158,161,1
9574,11573,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,3,122,125,1
9575,11574,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,3,126,129,1
9576,11575,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98,1
9577,11576,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,3,57,60,1
9578,11577,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26,1
9579,11578,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,2,10,12,1
9580,11579,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,0,2,2,1
9581,11580,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,0,4,4,1
9582,11581,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,0,1,1,2
9583,11582,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,0,18,18,2
9584,11583,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,1,75,76,2
9585,11584,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,267,2
9586,11585,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,11,473,484,2
9587,11586,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,9,229,238,2
9588,11587,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,7,90,97,2
9589,11588,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,4,95,99,2
9590,11589,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,10,148,158,2
9591,11590,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,10,144,154,2
9592,11591,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,18,126,144,2
9593,11592,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,14,120,134,2
9594,11593,1,2,16,0,4,1,1,0.34,0.3333,0.36,0.0,15,223,238,2
9595,11594,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,12,387,399,2
9596,11595,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,13,404,417,2
9597,11596,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,8,287,295,2
9598,11597,1,2,20,0,4,1,1,0.32,0.3485,0.36,0.0,2,197,199,2
9599,11598,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,8,169,177,2
9600,11599,1,2,22,0,4,1,2,0.3,0.3333,0.56,0.0,3,104,107,2
9601,11600,1,2,23,0,4,1,2,0.3,0.3333,0.52,0.0,9,75,84,2
9602,11601,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43,2
9603,11602,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13,2
9604,11603,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,7,9,16,2
9605,11604,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,0,5,5,2
9606,11605,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2,2
9607,11606,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,0,17,17,2
9608,11607,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,3,61,64,2
9609,11608,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,5,225,230,2
9610,11609,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448,2
9611,11610,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275,2
9612,11611,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,5,119,124,2
9613,11612,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,19,134,153,2
9614,11613,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,8,168,176,2
9615,11614,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896,22,170,192,2
9616,11615,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,8,138,146,2
9617,11616,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,27,164,191,2
9618,11617,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,28,240,268,2
9619,11618,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,15,381,396,2
9620,11619,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343,14,345,359,2
9621,11620,1,2,19,0,5,1,2,0.32,0.3485,0.57,0.0,16,246,262,2
9622,11621,1,2,20,0,5,1,2,0.32,0.3485,0.57,0.0,7,144,151,2
9623,11622,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896,14,108,122,2
9624,11623,1,2,22,0,5,1,2,0.32,0.3485,0.66,0.0,11,102,113,2
9625,11624,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,1,64,65,2
9626,11625,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343,3,50,53,2
9627,11626,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,2,43,45,1
9628,11627,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194,2,24,26,1
9629,11628,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239,0,9,9,1
9630,11629,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,0,4,4,1
9631,11630,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642,0,2,2,1
9632,11631,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343,1,8,9,1
9633,11632,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,0,19,19,1
9634,11633,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,1,77,78,1
9635,11634,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,5,85,90,1
9636,11635,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,23,143,166,1
9637,11636,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,26,157,183,1
9638,11637,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,25,196,221,1
9639,11638,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836,18,217,235,1
9640,11639,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,38,205,243,1
9641,11640,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,12,112,124,2
9642,11641,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179,12,134,146,2
9643,11642,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,13,131,144,2
9644,11643,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,3,105,108,2
9645,11644,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,2,85,87,2
9646,11645,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,1,62,63,2
9647,11646,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,5,43,48,2
9648,11647,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,0,46,46,2
9649,11648,1,2,23,0,6,0,3,0.12,0.0758,0.5,0.4925,0,20,20,2
9650,11649,1,2,0,0,0,0,3,0.1,0.0758,0.68,0.3881,0,21,21,2
9651,11650,1,2,1,0,0,0,3,0.08,0.0455,0.79,0.4627,0,24,24,2
9652,11651,1,2,2,0,0,0,2,0.1,0.0606,0.58,0.5821,1,26,27,2
9653,11652,1,2,3,0,0,0,2,0.1,0.0455,0.46,0.6866,0,14,14,2
9654,11653,1,2,4,0,0,0,2,0.1,0.0455,0.46,0.7164,0,1,1,2
9655,11654,1,2,5,0,0,0,1,0.1,0.0758,0.49,0.3881,0,3,3,2
9656,11655,1,2,6,0,0,0,1,0.1,0.0758,0.49,0.3881,0,2,2,2
9657,11656,1,2,7,0,0,0,1,0.08,0.0909,0.53,0.194,0,18,18,2
9658,11657,1,2,8,0,0,0,1,0.08,0.0758,0.53,0.2537,0,26,26,2
9659,11658,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985,3,60,63,2
9660,11659,1,2,10,0,0,0,1,0.12,0.1061,0.42,0.3582,8,83,91,2
9661,11660,1,2,11,0,0,0,1,0.12,0.1061,0.42,0.2985,3,121,124,2
9662,11661,1,2,12,0,0,0,1,0.14,0.0758,0.39,0.6418,7,133,140,2
9663,11662,1,2,13,0,0,0,1,0.16,0.1212,0.4,0.4478,10,128,138,2
9664,11663,1,2,14,0,0,0,1,0.16,0.1212,0.4,0.5224,9,102,111,2
9665,11664,1,2,15,0,0,0,1,0.16,0.1212,0.4,0.5522,5,150,155,2
9666,11665,1,2,16,0,0,0,1,0.2,0.1667,0.34,0.4627,16,148,164,2
9667,11666,1,2,17,0,0,0,1,0.18,0.1515,0.37,0.4179,4,83,87,2
9668,11667,1,2,18,0,0,0,1,0.16,0.1212,0.4,0.4627,4,92,96,2
9669,11668,1,2,19,0,0,0,1,0.16,0.1364,0.4,0.2836,2,78,80,2
9670,11669,1,2,20,0,0,0,1,0.14,0.1212,0.42,0.3284,1,56,57,2
9671,11670,1,2,21,0,0,0,1,0.14,0.1212,0.43,0.2985,0,36,36,2
9672,11671,1,2,22,0,0,0,1,0.14,0.1515,0.43,0.1642,0,28,28,2
9673,11672,1,2,23,0,0,0,1,0.14,0.1364,0.43,0.2239,0,23,23,2
9674,11673,1,2,0,0,1,1,1,0.14,0.1364,0.46,0.2239,0,9,9,2
9675,11674,1,2,1,0,1,1,1,0.12,0.1212,0.5,0.2239,0,6,6,2
9676,11675,1,2,2,0,1,1,1,0.14,0.1364,0.46,0.194,0,4,4,2
9677,11676,1,2,3,0,1,1,1,0.12,0.1515,0.54,0.1045,0,1,1,2
9678,11677,1,2,4,0,1,1,1,0.12,0.1667,0.54,0.0896,0,2,2,2
9679,11678,1,2,5,0,1,1,1,0.1,0.1212,0.58,0.1343,0,17,17,2
9680,11679,1,2,6,0,1,1,1,0.1,0.1061,0.54,0.2239,1,71,72,2
9681,11680,1,2,7,0,1,1,1,0.1,0.1061,0.54,0.194,1,194,195,2
9682,11681,1,2,8,0,1,1,1,0.1,0.1212,0.54,0.1343,4,413,417,2
9683,11682,1,2,9,0,1,1,1,0.12,0.1364,0.5,0.194,7,198,205,2
9684,11683,1,2,10,0,1,1,1,0.14,0.1515,0.5,0.1343,1,70,71,2
9685,11684,1,2,11,0,1,1,1,0.22,0.2273,0.37,0.194,5,85,90,2
9686,11685,1,2,12,0,1,1,1,0.28,0.2576,0.28,0.3284,7,111,118,2
9687,11686,1,2,13,0,1,1,1,0.32,0.303,0.22,0.2239,11,129,140,2
9688,11687,1,2,14,0,1,1,1,0.34,0.3485,0.23,0.1045,10,125,135,2
9689,11688,1,2,15,0,1,1,1,0.36,0.3485,0.27,0.1343,10,145,155,2
9690,11689,1,2,16,0,1,1,1,0.36,0.3485,0.23,0.194,5,206,211,2
9691,11690,1,2,17,0,1,1,1,0.36,0.3485,0.23,0.194,8,399,407,2
9692,11691,1,2,18,0,1,1,1,0.34,0.3182,0.25,0.2537,6,399,405,2
9693,11692,1,2,19,0,1,1,1,0.34,0.3333,0.25,0.1343,7,256,263,2
9694,11693,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642,4,210,214,2
9695,11694,1,2,21,0,1,1,1,0.28,0.2879,0.45,0.1343,2,145,147,2
9696,11695,1,2,22,0,1,1,1,0.26,0.2727,0.56,0.1045,3,99,102,2
9697,11696,1,2,23,0,1,1,1,0.28,0.3182,0.41,0.0,2,34,36,2
9698,11697,1,2,0,0,2,1,2,0.26,0.303,0.6,0.0,0,14,14,2
9699,11698,1,2,1,0,2,1,2,0.26,0.303,0.56,0.0,0,6,6,2
9700,11699,1,2,2,0,2,1,2,0.28,0.3182,0.41,0.0,0,3,3,2
9701,11700,1,2,3,0,2,1,2,0.26,0.303,0.52,0.0,0,3,3,2
9702,11701,1,2,4,0,2,1,2,0.26,0.2727,0.65,0.1045,0,2,2,2
9703,11702,1,2,5,0,2,1,2,0.26,0.2727,0.65,0.1045,2,20,22,2
9704,11703,1,2,6,0,2,1,2,0.26,0.303,0.56,0.0,1,89,90,2
9705,11704,1,2,7,0,2,1,2,0.24,0.2576,0.6,0.0896,4,276,280,2
9706,11705,1,2,8,0,2,1,2,0.24,0.2879,0.7,0.0,3,510,513,2
9707,11706,1,2,9,0,2,1,2,0.26,0.2879,0.56,0.0896,6,256,262,2
9708,11707,1,2,10,0,2,1,2,0.26,0.2727,0.6,0.1343,8,90,98,2
9709,11708,1,2,11,0,2,1,2,0.3,0.303,0.45,0.1642,5,107,112,2
9710,11709,1,2,12,0,2,1,2,0.3,0.2879,0.52,0.2239,10,162,172,2
9711,11710,1,2,13,0,2,1,2,0.36,0.3333,0.4,0.2537,6,167,173,2
9712,11711,1,2,14,0,2,1,1,0.4,0.4091,0.4,0.2239,13,111,124,2
9713,11712,1,2,15,0,2,1,2,0.42,0.4242,0.38,0.4478,7,138,145,2
9714,11713,1,2,16,0,2,1,1,0.42,0.4242,0.35,0.2985,15,251,266,2
9715,11714,1,2,17,0,2,1,1,0.42,0.4242,0.38,0.3582,19,504,523,2
9716,11715,1,2,18,0,2,1,2,0.38,0.3939,0.46,0.2985,8,398,406,2
9717,11716,1,2,19,0,2,1,2,0.36,0.3485,0.5,0.1642,11,270,281,2
9718,11717,1,2,20,0,2,1,2,0.38,0.3939,0.46,0.1343,6,178,184,2
9719,11718,1,2,21,0,2,1,2,0.36,0.3636,0.5,0.1045,4,105,109,2
9720,11719,1,2,22,0,2,1,2,0.36,0.3636,0.5,0.1045,5,72,77,2
9721,11720,1,2,23,0,2,1,2,0.36,0.3636,0.5,0.0896,2,55,57,2
9722,11721,1,2,0,0,3,1,1,0.32,0.3485,0.57,0.0,0,22,22,2
9723,11722,1,2,1,0,3,1,1,0.34,0.3636,0.53,0.0,0,5,5,2
9724,11723,1,2,2,0,3,1,1,0.3,0.3333,0.61,0.0,0,4,4,2
9725,11724,1,2,3,0,3,1,1,0.28,0.3182,0.75,0.0,0,3,3,1
9726,11725,1,2,4,0,3,1,1,0.28,0.2879,0.7,0.1045,0,1,1,2
9727,11726,1,2,5,0,3,1,1,0.28,0.2879,0.7,0.1045,0,25,25,2
9728,11727,1,2,6,0,3,1,1,0.3,0.303,0.61,0.1343,3,92,95,2
9729,11728,1,2,7,0,3,1,2,0.3,0.2879,0.65,0.194,3,318,321,2
9730,11729,1,2,8,0,3,1,1,0.32,0.2879,0.61,0.3582,7,508,515,2
9731,11730,1,2,9,0,3,1,1,0.32,0.303,0.61,0.3284,5,226,231,2
